image,name,department,ifo,advantage
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/c72d1efae7ee6ded29a75e5ea2d2b004.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",马行一,肾内科四川大学华西医院,擅长：急慢性肾小球肾炎、急慢性肾功衰及透析治疗、尿路感染,优势：全国肾脏病声誉排行No.9、教授
"https://zhuanjia.su.bcebos.com/zhuanjia/b1589404476039498014.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",张杰,肾脏内科四川大学华西医院,擅长：肾脏疾病、高血压、糖尿病等内科疾病,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/00ee010816d4a515cf168e38c38c9b8d.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",李孜,肾脏内科四川大学华西医院,擅长：诊治慢性肾脏疾病的常见病与多发病、肾脏炎症与间质纤维化、腹膜透析领域研究,优势：全国肾脏病声誉排行No.9、副教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/766192c7941a3281df7555db8c812ebf.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",刘先蓉,肾脏内科专科门诊四川大学华西医院,擅长：内科疾病及肾脏内科范畴的各种疾病有丰富的临床经验、腹膜透析、血液净化、肾脏血管病、慢性肾炎、早期尿毒症与慢性尿路感染治疗,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMu+8iQ==/3cac5c61ec6d7083246c5c03f226afe4.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",胡章学,肾脏内科四川大学华西医院,擅长：肾脏内科肾脏病理、原发和继发肾小球肾病、遗传性肾病、移植后肾病的诊断治疗,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/a4f53b9da85185e99d53d385f5768019.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",唐晓红,肾脏内科四川大学华西医院,擅长：肾内科常见病、多发病如肾病综合征、肾炎、肾功能不全、IgA肾病、狼疮肾炎、妊娠相关性肾病等的处理、尤其是腹膜透析相关领域的临床及科研工作如腹膜透析置管术、腹透相关并发症的处理,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/std_return_img_test/5L+h5oGv5Zue5o2eMjAyMzAyMjRf5Zue5o2e5Yy755Sf5L+h5oGv5pWw5o2u77yI5LyX5rWL77yJ56ysMeaJue+8iOaUueagvOW8j+i0qOajgO+8iQ==/89990b4214e8c87c21289c69c9f62c8b.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",杨立川,肾脏内科专科门诊四川大学华西医院,擅长：肾内科、肾小球肾炎、肾盂肾炎、糖尿病肾病、高血压肾病、慢性肾功不全等疾病诊治以及腹膜透析、血液透析、肾脏病理学,优势：全国肾脏病声誉排行No.9、教授
"https://muzhi-public-pic.cdn.bcebos.com/100079452792?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",周莉,肾内科四川大学华西医院,擅长：慢性尿酸性肾病、膀胱炎、尿毒症、慢性肾衰竭、IgA肾病、肾病综合征、隐匿性肾小球肾炎、慢性肾小球肾炎、急进性肾小球肾炎、急性肾小球肾炎、肾小球肾炎、肾小管性酸中毒、急性肾衰竭、肾盂肾炎、糖尿病肾病、狼疮性肾炎、高血压肾病、钙化防御 血液透析并发症 骨质疏松 心理障碍 慢性肾脏病妊娠 多囊肾,优势：全国肾脏病声誉排行No.9、参与多项中药治疗肾病的科研、参与多项中药治疗肾病的科研、副教授
https://selfpage-gips.cdn.bcebos.com/10a6bd8d34003f8020c26cbeba480316.jpeg@!img_w120_h120,岳荣铮,肾脏内科四川大学华西医院,擅长：肾内科各种原发性和继发性肾小球疾病、IgA肾病、紫癜性肾炎、狼疮性肾炎、血管炎、糖尿病肾病、痛风性肾病等、慢性肾功能不全的诊治、慢性肾脏病患者的长期随访、血液透析患者的优化管理,优势：全国肾脏病声誉排行No.9
"http://su.bcebos.com/medical-kg/tp/2f6523fb-3f22-4041-ae98-807aea2a9d79/cnkfile1/M02/FD/6F/CB3B4D5980A9237F16220F6E0D9EFD6F.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",邱红渝,肾脏内科四川大学华西医院,擅长：各种肾小球疾病、紫癜性肾炎、系统性小血管炎、狼疮性肾炎、高血压肾病、糖尿病肾病,优势：全国肾脏病声誉排行No.9
"https://muzhi-public-pic.cdn.bcebos.com/100111541502?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",秦伟,肾脏内科四川大学华西医院,擅长：IgA肾病、肾病综合征、血管炎肾损害、狼疮性肾炎、过敏性紫癜肾炎、慢性肾衰竭、尿毒症、法布雷病,优势：全国肾脏病声誉排行No.9、副教授
"https://medical-cms.cdn.bcebos.com/pic/pic_1597114355238riBY74TA.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",陶冶,肾脏内科四川大学华西医院,擅长：急﹑慢性肾功能不全﹑原发和继发肾小球疾病、肾小管间质疾病的处理、尤其精通狼疮性肾炎、移植肾肾病的诊治,优势：全国肾脏病声誉排行No.9、四川大学华西医院肾脏内科主任
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMu+8iQ==/380ff787b77398a0087adeb2e4f0d6ed.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",付平,肾脏内科四川大学华西医院,擅长：在糖尿病肾病、高血压肾病和痛风肾病、肾小管间质纤维化诊断和治疗方面有丰富的临床经验、在中药与糖尿病肾病、中药与肾脏纤维化、连续性血液净化与危重疾病救治和循证肾脏病学等方面有较高的学术造诣,优势：全国肾脏病声誉排行No.9、四川大学华西医院优秀科室主任、中华医学会肾脏病学分会委员、教学和科研工作18年、《泌尿系统疾病基础与临床》课程指导教授
"https://doctorbase.cdn.bcebos.com/std_return_img_test/5L+h5oGv5Zue5o2eMjAyMzAyMjRf5Zue5o2e5Yy755Sf5L+h5oGv5pWw5o2u77yI5LyX5rWL77yJ56ysMeaJue+8iOaUueagvOW8j+i0qOajgO+8iQ==/30fd42a8485c93519db4c71dd5ae8f9d.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",余廷龙,肾脏内科四川大学华西医院,擅长：肾病综合征、狼疮性肾炎、尿路感染及尿毒症等的诊治,优势：全国肾脏病声誉排行No.9、肾内科主任、教授
"https://doctorbase.cdn.bcebos.com/std_return_img_test/5L+h5oGv5Zue5o2eMjAyMzAyMjRf5Zue5o2e5Yy755Sf5L+h5oGv5pWw5o2u77yI5LyX5rWL77yJ56ysMeaJue+8iOaUueagvOW8j+i0qOajgO+8iQ==/48ccce8b331afeb2f0572fe629610956.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",张凌,肾脏内科四川大学华西医院,擅长：急性肾损伤、连续性血液净化、血液透析患者水分的管理、慢性肾脏病的饮食指导,优势：全国肾脏病声誉排行No.9、2004年在四川大学华西医院工作
"https://muzhi-public-pic.cdn.bcebos.com/100114294202?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",樊均明,肾脏内科四川大学华西医院,擅长：阳痿、早泄、男性性功能障碍、射精障碍、男性生殖系统感染、前列腺炎、逆行射精、异常勃起、射精延迟、龟头炎、睾丸炎、附睾炎、精囊炎、隐睾、多睾症、隐匿阴茎、小阴茎畸形或阴茎发育不全、阴囊对裂、弱精、少精、死精症、精索静脉曲张、睾丸囊肿、睾丸结核、睾丸结石、包茎、包皮过长、假性包皮过长、樊均明教授在男科及泌尿外科领域具有深厚的学术造诣和丰富的临床经验、他擅长广泛领域的男科及泌尿外科疾病的诊断和治疗、性功能障碍、生殖系统疾病、射精障碍处、樊均明教授在男科及泌尿外科领域具有深厚的学术造诣和丰富的临床经验、他擅长广泛领域的男科及泌尿外科疾病的诊断和治疗、性功能障碍、生殖系统疾病、射精障碍处,优势：全国肾脏病声誉排行No.9、现任成都医学院院长、2002年破格晋升教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMu+8iQ==/16e38590faee488831f3799fbe4a0b01.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",刘芳,肾脏内科四川大学华西医院,擅长：原发和继发肾小球肾病、肾小管间质疾病、狼疮肾炎、移植后肾病、血液透析及腹膜透析技术,优势：全国肾脏病声誉排行No.9、肾内科副主任、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/9864b8d07bb98816b618848e0bdc784c.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",石运莹,肾脏内科四川大学华西医院,擅长：肾移植患者及自身免疫相关肾脏疾病的免疫抑制治疗的细胞免疫机制研究,优势：全国肾脏病声誉排行No.9、 华西医院肾脏内科CKD管理中心负责人、副教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/a408ce002fde622ea3dcdaa350efb5a7.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",黄颂敏,肾脏内科四川大学华西医院,擅长：各种原发及继发肾脏疾病和肾功不全的诊治、以及糖尿病肾病、肾脏的重症疑难病症的诊治,优势：全国肾脏病声誉排行No.9、内科及内科教研室副主任、教授
"https://zhuanjia.su.bcebos.com/zhuanjia/b1577213100361233222.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",苏白海,肾脏内科四川大学华西医院,擅长：慢性肾炎、肾病综合征、狼疮性肾炎、间质性肾炎、高血压肾病、糖尿病肾病诊断和治疗、熟练血液净化技术、尤其对于血液净化的血管通路建立、血液透析患者并发症的治疗、还对肾脏活检技术及连续性血液净化治疗(CRRT)有深入研究、是对急性肾损伤、慢性肾功不全急性加重、慢性肾衰竭的诊断和治疗有一定经验,优势：全国肾脏病声誉排行No.9、教学和科研工作近十多年、讲师
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/c72d1efae7ee6ded29a75e5ea2d2b004.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",马行一,肾内科四川大学华西医院,擅长：急慢性肾小球肾炎、急慢性肾功衰及透析治疗、尿路感染,优势：全国肾脏病声誉排行No.9、教授
"https://zhuanjia.su.bcebos.com/zhuanjia/b1589404476039498014.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",张杰,肾脏内科四川大学华西医院,擅长：肾脏疾病、高血压、糖尿病等内科疾病,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/00ee010816d4a515cf168e38c38c9b8d.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",李孜,肾脏内科四川大学华西医院,擅长：诊治慢性肾脏疾病的常见病与多发病、肾脏炎症与间质纤维化、腹膜透析领域研究,优势：全国肾脏病声誉排行No.9、副教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/766192c7941a3281df7555db8c812ebf.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",刘先蓉,肾脏内科专科门诊四川大学华西医院,擅长：内科疾病及肾脏内科范畴的各种疾病有丰富的临床经验、腹膜透析、血液净化、肾脏血管病、慢性肾炎、早期尿毒症与慢性尿路感染治疗,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMu+8iQ==/3cac5c61ec6d7083246c5c03f226afe4.jpeg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",胡章学,肾脏内科四川大学华西医院,擅长：肾脏内科肾脏病理、原发和继发肾小球肾病、遗传性肾病、移植后肾病的诊断治疗,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMe+8iQ==/a4f53b9da85185e99d53d385f5768019.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",唐晓红,肾脏内科四川大学华西医院,擅长：肾内科常见病、多发病如肾病综合征、肾炎、肾功能不全、IgA肾病、狼疮肾炎、妊娠相关性肾病等的处理、尤其是腹膜透析相关领域的临床及科研工作如腹膜透析置管术、腹透相关并发症的处理,优势：全国肾脏病声誉排行No.9、教授
"https://doctorbase.cdn.bcebos.com/std_return_img_test/5L+h5oGv5Zue5o2eMjAyMzAyMjRf5Zue5o2e5Yy755Sf5L+h5oGv5pWw5o2u77yI5LyX5rWL77yJ56ysMeaJue+8iOaUueagvOW8j+i0qOajgO+8iQ==/89990b4214e8c87c21289c69c9f62c8b.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",杨立川,肾脏内科专科门诊四川大学华西医院,擅长：肾内科、肾小球肾炎、肾盂肾炎、糖尿病肾病、高血压肾病、慢性肾功不全等疾病诊治以及腹膜透析、血液透析、肾脏病理学,优势：全国肾脏病声誉排行No.9、教授
"https://muzhi-public-pic.cdn.bcebos.com/100079452792?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",周莉,肾内科四川大学华西医院,擅长：慢性尿酸性肾病、膀胱炎、尿毒症、慢性肾衰竭、IgA肾病、肾病综合征、隐匿性肾小球肾炎、慢性肾小球肾炎、急进性肾小球肾炎、急性肾小球肾炎、肾小球肾炎、肾小管性酸中毒、急性肾衰竭、肾盂肾炎、糖尿病肾病、狼疮性肾炎、高血压肾病、钙化防御 血液透析并发症 骨质疏松 心理障碍 慢性肾脏病妊娠 多囊肾,优势：全国肾脏病声誉排行No.9、参与多项中药治疗肾病的科研、参与多项中药治疗肾病的科研、副教授
https://selfpage-gips.cdn.bcebos.com/10a6bd8d34003f8020c26cbeba480316.jpeg@!img_w120_h120,岳荣铮,肾脏内科四川大学华西医院,擅长：肾内科各种原发性和继发性肾小球疾病、IgA肾病、紫癜性肾炎、狼疮性肾炎、血管炎、糖尿病肾病、痛风性肾病等、慢性肾功能不全的诊治、慢性肾脏病患者的长期随访、血液透析患者的优化管理,优势：全国肾脏病声誉排行No.9
"http://su.bcebos.com/medical-kg/tp/2f6523fb-3f22-4041-ae98-807aea2a9d79/cnkfile1/M02/FD/6F/CB3B4D5980A9237F16220F6E0D9EFD6F.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",邱红渝,肾脏内科四川大学华西医院,擅长：各种肾小球疾病、紫癜性肾炎、系统性小血管炎、狼疮性肾炎、高血压肾病、糖尿病肾病,优势：全国肾脏病声誉排行No.9
"https://muzhi-public-pic.cdn.bcebos.com/100111541502?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",秦伟,肾脏内科四川大学华西医院,擅长：IgA肾病、肾病综合征、血管炎肾损害、狼疮性肾炎、过敏性紫癜肾炎、慢性肾衰竭、尿毒症、法布雷病,优势：全国肾脏病声誉排行No.9、副教授
"https://medical-cms.cdn.bcebos.com/pic/pic_1597114355238riBY74TA.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",陶冶,肾脏内科四川大学华西医院,擅长：急﹑慢性肾功能不全﹑原发和继发肾小球疾病、肾小管间质疾病的处理、尤其精通狼疮性肾炎、移植肾肾病的诊治,优势：全国肾脏病声誉排行No.9、四川大学华西医院肾脏内科主任
"https://doctorbase.cdn.bcebos.com/zc_img/5YWl5bqT5pWw5o2u56ysMeaJuTIwMjMwMTA0X+WMu+eUn+W6k+mqjOecn+aVsOaNrjEyMTMt6LW15Li577yIMu+8iQ==/380ff787b77398a0087adeb2e4f0d6ed.png?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",付平,肾脏内科四川大学华西医院,擅长：在糖尿病肾病、高血压肾病和痛风肾病、肾小管间质纤维化诊断和治疗方面有丰富的临床经验、在中药与糖尿病肾病、中药与肾脏纤维化、连续性血液净化与危重疾病救治和循证肾脏病学等方面有较高的学术造诣,优势：全国肾脏病声誉排行No.9、四川大学华西医院优秀科室主任、中华医学会肾脏病学分会委员、教学和科研工作18年、《泌尿系统疾病基础与临床》课程指导教授
"https://doctorbase.cdn.bcebos.com/std_return_img_test/5L+h5oGv5Zue5o2eMjAyMzAyMjRf5Zue5o2e5Yy755Sf5L+h5oGv5pWw5o2u77yI5LyX5rWL77yJ56ysMeaJue+8iOaUueagvOW8j+i0qOajgO+8iQ==/30fd42a8485c93519db4c71dd5ae8f9d.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",余廷龙,肾脏内科四川大学华西医院,擅长：肾病综合征、狼疮性肾炎、尿路感染及尿毒症等的诊治,优势：全国肾脏病声誉排行No.9、肾内科主任、教授
"https://doctorbase.cdn.bcebos.com/std_return_img_test/5L+h5oGv5Zue5o2eMjAyMzAyMjRf5Zue5o2e5Yy755Sf5L+h5oGv5pWw5o2u77yI5LyX5rWL77yJ56ysMeaJue+8iOaUueagvOW8j+i0qOajgO+8iQ==/48ccce8b331afeb2f0572fe629610956.jpg?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",张凌,肾脏内科四川大学华西医院,擅长：急性肾损伤、连续性血液净化、血液透析患者水分的管理、慢性肾脏病的饮食指导,优势：全国肾脏病声誉排行No.9、2004年在四川大学华西医院工作
"https://muzhi-public-pic.cdn.bcebos.com/100114294202?x-bce-process=image/auto-orient,o_1/resize,w_1242,limit_1/quality,q_85/format,f_auto",樊均明,肾脏内科四川大学华西医院,擅长：阳痿、早泄、男性性功能障碍、射精障碍、男性生殖系统感染、前列腺炎、逆行射精、异常勃起、射精延迟、龟头炎、睾丸炎、附睾炎、精囊炎、隐睾、多睾症、隐匿阴茎、小阴茎畸形或阴茎发育不全、阴囊对裂、弱精、少精、死精症、精索静脉曲张、睾丸囊肿、睾丸结核、睾丸结石、包茎、包皮过长、假性包皮过长、樊均明教授在男科及泌尿外科领域具有深厚的学术造诣和丰富的临床经验、他擅长广泛领域的男科及泌尿外科疾病的诊断和治疗、性功能障碍、生殖系统疾病、射精障碍处、樊均明教授在男科及泌尿外科领域具有深厚的学术造诣和丰富的临床经验、他擅长广泛领域的男科及泌尿外科疾病的诊断和治疗、性功能障碍、生殖系统疾病、射精障碍处,优势：全国肾脏病声誉排行No.9、现任成都医学院院长、2002年破格晋升教授
